11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'TaharezLook/ListboxItem' using base type 'CEGUI/ItemEntry', window renderer 'Falagard/ItemEntry' Look'N'Feel 'TaharezLook/ListboxItem' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'TaharezLook/GroupBox' using base type 'CEGUI/GroupBox', window renderer 'Falagard/Default' Look'N'Feel 'TaharezLook/GroupBox' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'TaharezLook/Tree' using base type 'CEGUI/Tree', window renderer 'Falagard/Tree' Look'N'Feel 'TaharezLook/Tree' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Started creation of Scheme from XML specification:
11/03/2013 22:33:38 (Std) 	---- CEGUI GUIScheme name: VanillaSkin
11/03/2013 22:33:38 (Std) 	Started creation of Imageset from XML specification:
11/03/2013 22:33:38 (Std) 	---- CEGUI Imageset name: Vanilla-Images
11/03/2013 22:33:38 (Std) 	---- Source texture file: vanilla.tga in resource group: (Default)
11/03/2013 22:33:38 (Std) 	===== Falagard 'root' element: look and feel parsing begins =====
11/03/2013 22:33:38 (Std) 	===== Look and feel parsing completed =====
11/03/2013 22:33:38 (Std) 	No window renderer factories specified for module 'CEGUIFalagardWRBase' - adding all available factories...
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/Titlebar' using base type 'CEGUI/Titlebar', window renderer 'Falagard/Titlebar' Look'N'Feel 'Vanilla/Titlebar' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/Button' using base type 'CEGUI/PushButton', window renderer 'Falagard/Button' Look'N'Feel 'Vanilla/Button' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/FrameWindow' using base type 'CEGUI/FrameWindow', window renderer 'Falagard/FrameWindow' Look'N'Feel 'Vanilla/FrameWindow' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/Editbox' using base type 'CEGUI/Editbox', window renderer 'Falagard/Editbox' Look'N'Feel 'Vanilla/Editbox' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/VerticalScrollbarThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'Vanilla/VerticalScrollbarThumb' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/VerticalScrollbar' using base type 'CEGUI/Scrollbar', window renderer 'Falagard/Scrollbar' Look'N'Feel 'Vanilla/VerticalScrollbar' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/HorizontalScrollbarThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'Vanilla/HorizontalScrollbarThumb' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/HorizontalScrollbar' using base type 'CEGUI/Scrollbar', window renderer 'Falagard/Scrollbar' Look'N'Feel 'Vanilla/HorizontalScrollbar' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/StaticImage' using base type 'DefaultWindow', window renderer 'Falagard/StaticImage' Look'N'Feel 'Vanilla/StaticImage' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/StaticText' using base type 'DefaultWindow', window renderer 'Falagard/StaticText' Look'N'Feel 'Vanilla/StaticText' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/Listbox' using base type 'CEGUI/Listbox', window renderer 'Falagard/Listbox' Look'N'Feel 'Vanilla/Listbox' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/MultiLineEditbox' using base type 'CEGUI/MultiLineEditbox', window renderer 'Falagard/MultiLineEditbox' Look'N'Feel 'Vanilla/MultiLineEditbox' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/ComboDropList' using base type 'CEGUI/ComboDropList', window renderer 'Falagard/Listbox' Look'N'Feel 'Vanilla/ComboDropList' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/Combobox' using base type 'CEGUI/Combobox', window renderer 'Falagard/Default' Look'N'Feel 'Vanilla/Combobox' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Vanilla/ProgressBar' using base type 'CEGUI/ProgressBar', window renderer 'Falagard/ProgressBar' Look'N'Feel 'Vanilla/ProgressBar' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Started creation of Scheme from XML specification:
11/03/2013 22:33:38 (Std) 	---- CEGUI GUIScheme name: GazeboSkin
11/03/2013 22:33:38 (Std) 	Started creation of Imageset from XML specification:
11/03/2013 22:33:38 (Std) 	---- CEGUI Imageset name: Gazebo-Images
11/03/2013 22:33:38 (Std) 	---- Source texture file: gazebo.tga in resource group: (Default)
11/03/2013 22:33:38 (Std) 	===== Falagard 'root' element: look and feel parsing begins =====
11/03/2013 22:33:38 (Std) 	===== Look and feel parsing completed =====
11/03/2013 22:33:38 (Std) 	No window renderer factories specified for module 'CEGUIFalagardWRBase' - adding all available factories...
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/Titlebar' using base type 'CEGUI/Titlebar', window renderer 'Falagard/Titlebar' Look'N'Feel 'Gazebo/Titlebar' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/Button' using base type 'CEGUI/PushButton', window renderer 'Falagard/Button' Look'N'Feel 'Gazebo/Button' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/FrameWindow' using base type 'CEGUI/FrameWindow', window renderer 'Falagard/FrameWindow' Look'N'Feel 'Gazebo/FrameWindow' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/VerticalScrollbarThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'Gazebo/VerticalScrollbarThumb' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/VerticalScrollbar' using base type 'CEGUI/Scrollbar', window renderer 'Falagard/Scrollbar' Look'N'Feel 'Gazebo/VerticalScrollbar' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/HorizontalScrollbarThumb' using base type 'CEGUI/Thumb', window renderer 'Falagard/Button' Look'N'Feel 'Gazebo/HorizontalScrollbarThumb' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/HorizontalScrollbar' using base type 'CEGUI/Scrollbar', window renderer 'Falagard/Scrollbar' Look'N'Feel 'Gazebo/HorizontalScrollbar' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/StaticImage' using base type 'DefaultWindow', window renderer 'Falagard/StaticImage' Look'N'Feel 'Gazebo/StaticImage' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/StaticText' using base type 'DefaultWindow', window renderer 'Falagard/StaticText' Look'N'Feel 'Gazebo/StaticText' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/Listbox' using base type 'CEGUI/Listbox', window renderer 'Falagard/Listbox' Look'N'Feel 'Gazebo/Listbox' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/MultiLineEditbox' using base type 'CEGUI/MultiLineEditbox', window renderer 'Falagard/MultiLineEditbox' Look'N'Feel 'Gazebo/MultiLineEditbox' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/Editbox' using base type 'CEGUI/Editbox', window renderer 'Falagard/Editbox' Look'N'Feel 'Gazebo/Editbox' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/ComboDropList' using base type 'CEGUI/ComboDropList', window renderer 'Falagard/Listbox' Look'N'Feel 'Gazebo/ComboDropList' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/Combobox' using base type 'CEGUI/Combobox', window renderer 'Falagard/Default' Look'N'Feel 'Gazebo/Combobox' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Creating falagard mapping for type 'Gazebo/ProgressBar' using base type 'CEGUI/ProgressBar', window renderer 'Falagard/ProgressBar' Look'N'Feel 'Gazebo/ProgressBar' and RenderEffect ''. (0x7fff4799a3e0)
11/03/2013 22:33:38 (Std) 	Started creation of Font from XML specification:
11/03/2013 22:33:38 (Std) 	---- CEGUI font name: DejaVuSans-10
11/03/2013 22:33:38 (Std) 	----       Font type: FreeType
11/03/2013 22:33:38 (Std) 	----     Source file: DejaVuSans.ttf in resource group: (Default)
11/03/2013 22:33:38 (Std) 	---- Real point size: 10
11/03/2013 22:33:39 (Std) 	---- Returning existing instance of Font named 'DejaVuSans-10'.
